Time,Message
2017/03/16 16:26:45,"8, Normal Act Count Row : 103, 9, 8, 9, 9, prs_qty=1, door=4"
2017/03/16 16:26:45,GetActual error : Variant or safe array index out of bounds
2017/03/16 16:26:45,"9, Normal Act Count Row : 117, 9, 8, 9, 9, prs_qty=1, door=4"
2017/03/16 16:26:45,GetActual error : Variant or safe array index out of bounds
2017/03/16 16:26:45,"3, Normal Act Count Row : 44, 9, 2, 9, 9, prs_qty=7, door=1"
2017/03/16 16:26:46,"Next Order : 45, SO_ID=8658, SORT_Key=2, Station=02"
2017/03/16 16:26:46,"10, Normal Act Count Row : 130, 9, 7, 9, 9, prs_qty=2, door=5"
2017/03/16 16:26:46,"4, Normal Act Count Row : 47, 9, 3, 9, 9, prs_qty=6, door=2"
2017/03/16 16:26:46,"Next Order : 48, SO_ID=8662, SORT_Key=2, Station=03"
2017/03/16 16:26:46,"11, Normal Act Count Row : 144, 9, 7, 9, 9, prs_qty=2, door=5"
2017/03/16 16:26:46,"5, Normal Act Count Row : 61, 9, 3, 9, 9, prs_qty=6, door=2"
2017/03/16 16:26:46,"Next Order : 62, SO_ID=8680, SORT_Key=2, Station=03"
2017/03/16 16:26:46,"12, Normal Act Count Row : 156, 9, 7, 9, 9, prs_qty=2, door=6"
2017/03/16 16:26:46,"6, Normal Act Count Row : 74, 5, 2, 8, 8, prs_qty=3, door=3"
2017/03/16 16:26:46,"Next Order : 75, SO_ID=8698, SORT_Key=2, Station=04"
2017/03/16 16:26:46,"13, Normal Act Count Row : 171, 3, 1, 3, 3, prs_qty=2, door=6"
2017/03/16 16:26:46,"Next Order : 172, SO_ID=8830, SORT_Key=2, Station=07"
2017/03/16 16:26:46,"7, Normal Act Count Row : 89, 7, 4, 9, 9, prs_qty=3, door=3"
2017/03/16 16:26:47,"14, Normal Act Count Row : 176, 9, 7, 9, 9, prs_qty=2, door=7"
2017/03/16 16:26:47,"15, Normal Act Count Row : 189, 8, 7, 9, 9, prs_qty=1, door=7"
2017/03/16 16:26:47,"0, Normal Act Count Row : 0, 2, 1, 9, 9, prs_qty=1, door=0"
2017/03/16 16:26:47,"Next Order : 1, SO_ID=8596, SORT_Key=2, Station=01"
2017/03/16 16:26:48,"1, Normal Act Count Row : 13, 3, 2, 9, 9, prs_qty=1, door=0"
2017/03/16 16:26:48,"Next Order : 14, SO_ID=8615, SORT_Key=2, Station=01"
2017/03/16 16:26:48,"8, Normal Act Count Row : 103, 8, 7, 9, 9, prs_qty=1, door=4"
2017/03/16 16:26:48,"2, Normal Act Count Row : 29, 8, 7, 8, 8, prs_qty=1, door=1"
2017/03/16 16:26:48,"2, Normal Work Start Time : 29, 16 16:26:47"
2017/03/16 16:26:48,"9, Normal Act Count Row : 117, 8, 7, 9, 9, prs_qty=1, door=4"
2017/03/16 16:26:48,"5, Normal Act Count Row : 61, 3, 2, 9, 9, prs_qty=1, door=2"
2017/03/16 16:26:48,"Next Order : 62, SO_ID=8680, SORT_Key=2, Station=03"
2017/03/16 16:26:48,"12, Normal Act Count Row : 156, 7, 6, 9, 9, prs_qty=1, door=6"
2017/03/16 16:26:49,GetActual error : Variant or safe array index out of bounds
2017/03/16 16:26:49,"6, Normal Act Count Row : 74, 2, 1, 8, 8, prs_qty=1, door=3"
2017/03/16 16:26:49,"Next Order : 75, SO_ID=8698, SORT_Key=2, Station=04"
2017/03/16 16:26:49,"13, Normal Act Count Row : 171, 1, 0, 3, 3, prs_qty=1, door=6"
2017/03/16 16:26:49,GetActual error : Variant or safe array index out of bounds
2017/03/16 16:26:49,"7, Normal Act Count Row : 89, 4, 3, 9, 9, prs_qty=1, door=3"
2017/03/16 16:26:49,"Next Order : 90, SO_ID=8719, SORT_Key=2, Station=04"
2017/03/16 16:26:49,"14, Normal Act Count Row : 176, 7, 6, 9, 9, prs_qty=1, door=7"
2017/03/16 16:26:49,GetActual error : Variant or safe array index out of bounds
2017/03/16 16:26:49,"15, Normal Act Count Row : 189, 7, 6, 9, 9, prs_qty=1, door=7"
2017/03/16 16:26:49,GetActual error : Variant or safe array index out of bounds
2017/03/16 16:26:50,"0, Normal Act Count Row : 0, 1, 0, 9, 9, prs_qty=1, door=0"
2017/03/16 16:26:50,"Next Order : 1, SO_ID=8596, SORT_Key=2, Station=01"
2017/03/16 16:26:50,"Check order again 1! 0, 8595"
2017/03/16 16:26:50,"Check order again 1! 0, 8595"
2017/03/16 16:26:50,"Check order again 1! 0, 8595"
2017/03/16 16:26:50,"Check order again 1! 0, 8595"
2017/03/16 16:26:50,"Check order again 1! 0, 8595"
2017/03/16 16:26:50,"Check order again 1! 0, 8595"
2017/03/16 16:26:51,"Check order again 1! 0, 8595"
2017/03/16 16:26:51,"Check order again 1! 0, 8595"
2017/03/16 16:26:51,"Check order again 1! 0, 8595"
2017/03/16 16:26:51,"Check order again 1! 0, 8595"
2017/03/16 16:26:51,"Check order again 1! 0, 8595"
2017/03/16 16:26:51,"Check order again 1! 0, 8595"
2017/03/16 16:26:51,"Check order again 1! 0, 8595"
2017/03/16 16:26:51,"Check order again 1! 0, 8595"
2017/03/16 16:26:51,"Check order again 1! 0, 8595"
2017/03/16 16:26:52,"Check order again 1! 0, 8595"
2017/03/16 16:26:52,"Check order again 1! 0, 8595"
2017/03/16 16:26:52,"Check order again 1! 0, 8595"
2017/03/16 16:26:52,"Check order again 1! 0, 8595"
2017/03/16 16:26:52,"Check order again 1! 0, 8595"
2017/03/16 16:26:52,"Next Order : 1, SO_ID=8596, SORT_Key=2, Station=01"
2017/03/16 16:26:52,"Next Order : 172, SO_ID=8830, SORT_Key=2, Station=07"
2017/03/16 16:26:52,number of download order : 2
2017/03/16 16:26:53,"Download Order : 1, 0, IPI_MCA17_01_L, 8596, MS249037-1 9, IU002 WHITE"
2017/03/16 16:26:54,"Download Order : 172, 1, IPI_MCA17_07_R, 8830, MS249037-1 6, IU002 WHITE"
2017/03/16 16:26:55,"0, Normal Act Count Row : 1, 3, 2, 3, 3, prs_qty=1, door=0"
2017/03/16 16:26:55,"0, Normal Work Start Time : 1, 16 16:26:54"
2017/03/16 16:26:55,"Next Order : 2, SO_ID=8597, SORT_Key=3, Station=01"
2017/03/16 16:26:55,"8, Normal Act Count Row : 103, 7, 4, 9, 9, prs_qty=3, door=4"
2017/03/16 16:26:55,"1, Normal Act Count Row : 13, 2, 0, 9, 9, prs_qty=2, door=0"
2017/03/16 16:26:55,"Next Order : 14, SO_ID=8615, SORT_Key=2, Station=01"
2017/03/16 16:26:55,"Check order again 1! 1, 8596"
2017/03/16 16:26:55,"Check order again 1! 1, 8596"
2017/03/16 16:26:55,"Check order again 1! 1, 8596"
2017/03/16 16:26:55,"Check order again 1! 1, 8596"
2017/03/16 16:26:55,"Check order again 1! 1, 8596"
2017/03/16 16:26:55,"Check order again 1! 1, 8596"
2017/03/16 16:26:56,"Check order again 1! 1, 8596"
2017/03/16 16:26:56,"Check order again 1! 1, 8596"
2017/03/16 16:26:56,"Check order again 1! 1, 8596"
2017/03/16 16:26:56,"Check order again 1! 1, 8596"
2017/03/16 16:26:56,"Check order again 1! 1, 8596"
2017/03/16 16:26:56,"Check order again 1! 1, 8596"
2017/03/16 16:26:56,"Check order again 1! 1, 8596"
2017/03/16 16:26:56,"Check order again 1! 1, 8596"
2017/03/16 16:26:56,"Check order again 1! 1, 8596"
2017/03/16 16:26:57,"Check order again 1! 1, 8596"
2017/03/16 16:26:57,"Check order again 1! 1, 8596"
2017/03/16 16:26:57,"Check order again 1! 1, 8596"
2017/03/16 16:26:57,"Check order again 1! 13, 8614"
2017/03/16 16:26:57,"Check order again 1! 13, 8614"
2017/03/16 16:26:57,"Next Order : 14, SO_ID=8615, SORT_Key=2, Station=01"
2017/03/16 16:26:57,"Next Order : 45, SO_ID=8658, SORT_Key=2, Station=02"
2017/03/16 16:26:57,"Next Order : 48, SO_ID=8662, SORT_Key=2, Station=03"
2017/03/16 16:26:57,"Next Order : 62, SO_ID=8680, SORT_Key=2, Station=03"
2017/03/16 16:26:57,"Next Order : 75, SO_ID=8698, SORT_Key=2, Station=04"
2017/03/16 16:26:57,number of download order : 5
2017/03/16 16:26:58,"Download Order : 14, 0, IPI_MCA17_01_R, 8615, MS249037-1 10T, IU002 WHITE"
2017/03/16 16:26:59,"Download Order : 45, 0, IPI_MCA17_02_R, 8658, MS249037-1 14, IU002 WHITE"
2017/03/16 16:27:00,"Download Order : 48, 0, IPI_MCA17_03_L, 8662, MS249037-1 10, IU002 WHITE"
2017/03/16 16:27:01,"Download Order : 62, 0, IPI_MCA17_03_R, 8680, MS249037-1 12, IU002 WHITE"
2017/03/16 16:27:02,"Download Order : 75, 0, IPI_MCA17_04_L, 8698, MS249037-1 7T, IU002 WHITE"
2017/03/16 16:27:02,"3, Normal Act Count Row : 45, 9, 8, 9, 9, prs_qty=1, door=1"
2017/03/16 16:27:02,GetActual error : Variant or safe array index out of bounds
2017/03/16 16:27:02,"10, Normal Act Count Row : 130, 7, 2, 9, 9, prs_qty=5, door=5"
2017/03/16 16:27:02,"Next Order : 131, SO_ID=8773, SORT_Key=2, Station=06"
2017/03/16 16:27:03,"11, Normal Act Count Row : 144, 7, 2, 9, 9, prs_qty=5, door=5"
2017/03/16 16:27:03,"Next Order : 145, SO_ID=8791, SORT_Key=2, Station=06"
2017/03/16 16:27:03,"12, Normal Act Count Row : 156, 6, 2, 9, 9, prs_qty=4, door=6"
2017/03/16 16:27:03,"Next Order : 157, SO_ID=8809, SORT_Key=2, Station=07"
2017/03/16 16:27:03,"13, Normal Act Count Row : 172, 4, 2, 4, 4, prs_qty=2, door=6"
2017/03/16 16:27:03,"Next Order : 173, SO_ID=8831, SORT_Key=3, Station=07"
2017/03/16 16:27:03,"7, Normal Act Count Row : 89, 3, 1, 9, 9, prs_qty=2, door=3"
2017/03/16 16:27:03,"Next Order : 90, SO_ID=8719, SORT_Key=2, Station=04"
2017/03/16 16:27:03,"14, Normal Act Count Row : 176, 6, 2, 9, 9, prs_qty=4, door=7"
2017/03/16 16:27:03,"Next Order : 177, SO_ID=8835, SORT_Key=2, Station=08"
2017/03/16 16:27:03,"15, Normal Act Count Row : 189, 6, 4, 9, 9, prs_qty=2, door=7"
2017/03/16 16:27:04,"0, Normal Act Count Row : 1, 2, 0, 3, 3, prs_qty=2, door=0"
2017/03/16 16:27:04,"Alarm Inserted: 20170316, 8596, IPI_MCA17_01_L, 3"
2017/03/16 16:27:04,"Next Order : 2, SO_ID=8597, SORT_Key=3, Station=01"
2017/03/16 16:27:04,"Check order again 1! 1, 8596"
2017/03/16 16:27:04,"Check order again 1! 1, 8596"
2017/03/16 16:27:04,"Check order again 1! 1, 8596"
2017/03/16 16:27:05,"Check order again 1! 1, 8596"
2017/03/16 16:27:05,"Check order again 1! 1, 8596"
2017/03/16 16:27:05,"Check order again 1! 1, 8596"
2017/03/16 16:27:05,"Check order again 1! 1, 8596"
2017/03/16 16:27:05,"Check order again 1! 1, 8596"
2017/03/16 16:27:05,"Check order again 1! 1, 8596"
2017/03/16 16:27:05,"Check order again 1! 1, 8596"
2017/03/16 16:27:05,"Check order again 1! 1, 8596"
2017/03/16 16:27:05,"Check order again 1! 1, 8596"
2017/03/16 16:27:05,"Check order again 1! 1, 8596"
2017/03/16 16:27:06,"Check order again 1! 1, 8596"
2017/03/16 16:27:06,"Check order again 1! 1, 8596"
2017/03/16 16:27:06,"Check order again 1! 1, 8596"
2017/03/16 16:27:06,"Check order again 1! 1, 8596"
2017/03/16 16:27:06,"Check order again 1! 1, 8596"
2017/03/16 16:27:06,"Check order again 1! 1, 8596"
2017/03/16 16:27:06,"Check order again 1! 1, 8596"
2017/03/16 16:27:06,"Check order again 1! 1, 8596"
2017/03/16 16:27:06,"Next Order : 2, SO_ID=8597, SORT_Key=3, Station=01"
2017/03/16 16:27:06,"Next Order : 76, SO_ID=8699, SORT_Key=3, Station=04"
2017/03/16 16:27:06,"Next Order : 90, SO_ID=8719, SORT_Key=2, Station=04"
2017/03/16 16:27:06,number of download order : 3
2017/03/16 16:27:08,"Download Order : 2, 0, IPI_MCA17_01_L, 8597, MS249037-1 9, IU002 WHITE"
2017/03/16 16:27:09,"Download Order : 76, 0, IPI_MCA17_04_L, 8699, MS249037-1 7T, IU002 WHITE"
2017/03/16 16:27:10,"Download Order : 90, 0, IPI_MCA17_04_R, 8719, MS249037-1 10T, IU002 WHITE"
2017/03/16 16:27:10,"11, Normal Act Count Row : 144, 2, 0, 9, 9, prs_qty=2, door=5"
2017/03/16 16:27:10,"Next Order : 145, SO_ID=8791, SORT_Key=2, Station=06"
2017/03/16 16:27:10,"Check order again 1! 2, 8597"
2017/03/16 16:27:10,"Check order again 1! 2, 8597"
2017/03/16 16:27:10,"Check order again 1! 2, 8597"
2017/03/16 16:27:10,"Check order again 1! 2, 8597"
2017/03/16 16:27:10,"Check order again 1! 2, 8597"
2017/03/16 16:27:10,"Check order again 1! 2, 8597"
2017/03/16 16:27:10,"Check order again 1! 2, 8597"
2017/03/16 16:27:11,"Check order again 1! 2, 8597"
2017/03/16 16:27:11,"Check order again 1! 2, 8597"
2017/03/16 16:27:11,"Check order again 1! 2, 8597"
2017/03/16 16:27:11,"Check order again 1! 2, 8597"
2017/03/16 16:27:11,"Check order again 1! 2, 8597"
2017/03/16 16:27:11,"Check order again 1! 2, 8597"
2017/03/16 16:27:11,"Check order again 1! 14, 8615"
2017/03/16 16:27:11,"Check order again 1! 14, 8615"
2017/03/16 16:27:11,"Next Order : 15, SO_ID=8616, SORT_Key=3, Station=01"
2017/03/16 16:27:11,"Check order again 1! 29, 8633"
2017/03/16 16:27:12,"Next Order : 15, SO_ID=8616, SORT_Key=3, Station=01"
2017/03/16 16:27:12,"Check order again 1! 29, 8633"
2017/03/16 16:27:12,"Next Order : 15, SO_ID=8616, SORT_Key=3, Station=01"
2017/03/16 16:27:12,"Next Order : 30, SO_ID=8634, SORT_Key=3, Station=02"
2017/03/16 16:27:12,"Check order again 1! 45, 8658"
2017/03/16 16:27:12,"Next Order : 15, SO_ID=8616, SORT_Key=3, Station=01"
2017/03/16 16:27:12,"Next Order : 30, SO_ID=8634, SORT_Key=3, Station=02"
2017/03/16 16:27:12,"Check order again 1! 45, 8658"
2017/03/16 16:27:12,"Next Order : 15, SO_ID=8616, SORT_Key=3, Station=01"
2017/03/16 16:27:12,"Next Order : 30, SO_ID=8634, SORT_Key=3, Station=02"
2017/03/16 16:27:12,"Next Order : 49, SO_ID=8663, SORT_Key=3, Station=03"
2017/03/16 16:27:12,"Next Order : 104, SO_ID=8737, SORT_Key=2, Station=05"
2017/03/16 16:27:12,"Next Order : 118, SO_ID=8755, SORT_Key=2, Station=05"
2017/03/16 16:27:12,"Next Order : 131, SO_ID=8773, SORT_Key=2, Station=06"
2017/03/16 16:27:12,"Check order again 1! 144, 8790"
2017/03/16 16:27:12,"Next Order : 15, SO_ID=8616, SORT_Key=3, Station=01"
2017/03/16 16:27:12,"Next Order : 30, SO_ID=8634, SORT_Key=3, Station=02"
2017/03/16 16:27:12,"Next Order : 49, SO_ID=8663, SORT_Key=3, Station=03"
2017/03/16 16:27:12,"Next Order : 104, SO_ID=8737, SORT_Key=2, Station=05"
2017/03/16 16:27:12,"Next Order : 118, SO_ID=8755, SORT_Key=2, Station=05"
2017/03/16 16:27:12,"Next Order : 131, SO_ID=8773, SORT_Key=2, Station=06"
2017/03/16 16:27:12,"Check order again 1! 144, 8790"
2017/03/16 16:27:12,"Next Order : 15, SO_ID=8616, SORT_Key=3, Station=01"
2017/03/16 16:27:12,"Next Order : 30, SO_ID=8634, SORT_Key=3, Station=02"
2017/03/16 16:27:12,"Next Order : 49, SO_ID=8663, SORT_Key=3, Station=03"
2017/03/16 16:27:12,"Next Order : 104, SO_ID=8737, SORT_Key=2, Station=05"
2017/03/16 16:27:12,"Next Order : 118, SO_ID=8755, SORT_Key=2, Station=05"
2017/03/16 16:27:12,"Next Order : 131, SO_ID=8773, SORT_Key=2, Station=06"
2017/03/16 16:27:12,"Next Order : 145, SO_ID=8791, SORT_Key=2, Station=06"
2017/03/16 16:27:12,"Next Order : 157, SO_ID=8809, SORT_Key=2, Station=07"
2017/03/16 16:27:12,"Next Order : 173, SO_ID=8831, SORT_Key=3, Station=07"
2017/03/16 16:27:12,"Next Order : 177, SO_ID=8835, SORT_Key=2, Station=08"
2017/03/16 16:27:12,number of download order : 10
2017/03/16 16:27:13,"Download Order : 15, 0, IPI_MCA17_01_R, 8616, MS249037-1 10T, IU002 WHITE"
2017/03/16 16:27:14,"Download Order : 30, 0, IPI_MCA17_02_L, 8634, MS249037-1 12T, IU002 WHITE"
2017/03/16 16:27:15,"Download Order : 49, 0, IPI_MCA17_03_L, 8663, MS249037-1 10, IU002 WHITE"
2017/03/16 16:27:16,"Download Order : 104, 1, IPI_MCA17_05_L, 8737, MS249037-1 9, IU002 WHITE"
2017/03/16 16:27:17,"Download Order : 118, 1, IPI_MCA17_05_R, 8755, MS249037-1 10T, IU002 WHITE"
2017/03/16 16:27:18,"Download Order : 131, 1, IPI_MCA17_06_L, 8773, MS249037-1 10, IU002 WHITE"
2017/03/16 16:27:19,"Download Order : 145, 1, IPI_MCA17_06_R, 8791, MS249037-1 9T, IU002 WHITE"
2017/03/16 16:27:20,"Download Order : 157, 1, IPI_MCA17_07_L, 8809, MS249037-1 11T, IU002 WHITE"
2017/03/16 16:27:21,"Download Order : 173, 1, IPI_MCA17_07_R, 8831, MS249037-1 6, IU002 WHITE"
2017/03/16 16:27:22,"Download Order : 177, 1, IPI_MCA17_08_L, 8835, MS249037-1 7, IU002 WHITE"
2017/03/16 16:27:22,"7, Normal Act Count Row : 90, 3, 0, 3, 3, prs_qty=3, door=3"
2017/03/16 16:27:22,GetActual error : Variant or safe array index out of bounds
2017/03/16 16:27:22,"14, Normal Act Count Row : 177, 3, 0, 3, 3, prs_qty=3, door=7"
2017/03/16 16:27:22,GetActual error : Variant or safe array index out of bounds
2017/03/16 16:27:23,"15, Normal Act Count Row : 189, 4, 2, 9, 9, prs_qty=2, door=7"
2017/03/16 16:27:23,"Next Order : 190, SO_ID=8856, SORT_Key=2, Station=08"
2017/03/16 16:27:23,"0, Normal Act Count Row : 2, 6, 1, 6, 6, prs_qty=5, door=0"
2017/03/16 16:27:23,"Next Order : 3, SO_ID=8598, SORT_Key=4, Station=01"
2017/03/16 16:27:23,"1, Normal Act Count Row : 15, 6, 3, 6, 6, prs_qty=3, door=0"
2017/03/16 16:27:23,"Alarm Inserted: 20170316, 8616, IPI_MCA17_01_R, 6"
2017/03/16 16:27:23,"Next Order : 16, SO_ID=8617, SORT_Key=4, Station=01"
2017/03/16 16:27:23,"8, Normal Act Count Row : 104, 3, 1, 3, 3, prs_qty=2, door=4"
2017/03/16 16:27:23,"Next Order : 105, SO_ID=8738, SORT_Key=3, Station=05"
2017/03/16 16:27:24,"2, Normal Act Count Row : 30, 9, 6, 9, 9, prs_qty=3, door=1"
2017/03/16 16:27:24,"Alarm Inserted: 20170316, 8634, IPI_MCA17_02_L, 9"
2017/03/16 16:27:24,"9, Normal Act Count Row : 118, 9, 7, 9, 9, prs_qty=2, door=4"
2017/03/16 16:27:24,"3, Normal Act Count Row : 45, 8, 1, 9, 9, prs_qty=7, door=1"
2017/03/16 16:27:24,"Next Order : 46, SO_ID=8660, SORT_Key=3, Station=02"
2017/03/16 16:27:24,"10, Normal Act Count Row : 131, 3, 2, 3, 3, prs_qty=1, door=5"
2017/03/16 16:27:24,GetActual error : Variant or safe array index out of bounds
2017/03/16 16:27:24,"4, Normal Act Count Row : 49, 6, 4, 6, 6, prs_qty=2, door=2"
2017/03/16 16:27:24,"11, Normal Act Count Row : 145, 9, 8, 9, 9, prs_qty=1, door=5"
2017/03/16 16:27:24,GetActual error : Variant or safe array index out of bounds
2017/03/16 16:27:24,"5, Normal Act Count Row : 62, 9, 2, 9, 9, prs_qty=7, door=2"
2017/03/16 16:27:24,"Next Order : 63, SO_ID=8682, SORT_Key=3, Station=03"
2017/03/16 16:27:24,"12, Normal Act Count Row : 157, 7, 6, 7, 7, prs_qty=1, door=6"
2017/03/16 16:27:24,GetActual error : Variant or safe array index out of bounds
2017/03/16 16:27:25,"6, Normal Act Count Row : 76, 9, 5, 9, 9, prs_qty=4, door=3"
2017/03/16 16:27:25,"15, Normal Act Count Row : 189, 2, 1, 9, 9, prs_qty=1, door=7"
